# source: synthetic-fallback (see DECISIONS.md D1; realistic Berlin 2011-era aggregates)
# Ortsteile household-size distribution.
# retrieved_at: 2026-04-23 20:01:02
ortsteil_id,bezirk_id,hh_size_bracket,hh_size_mid,share
z96_017,bzk_06,3p,3,0.11082982585790646
z96_017,bzk_06,4+p,4,0.08866386068632517
z96_018,bzk_06,1p,1,0.5290777078998584
z96_018,bzk_06,2p,2,0.274336589281408
z96_018,bzk_06,3p,3,0.10921427934374091
z96_018,bzk_06,4+p,4,0.08737142347499272
z96_019,bzk_06,1p,1,0.5264100786756883
z96_019,bzk_06,2p,2,0.2729533741281347
z96_019,bzk_06,3p,3,0.11146474844232053
z96_019,bzk_06,4+p,4,0.08917179875385643
z96_020,bzk_06,1p,1,0.5295252547043559
z96_020,bzk_06,2p,2,0.27456865058744373
z96_020,bzk_06,3p,3,0.10883671928233353
z96_020,bzk_06,4+p,4,0.08706937542586683
z96_021,bzk_07,1p,1,0.5434380991290536
z96_021,bzk_07,2p,2,0.2817827180669167
z96_021,bzk_07,3p,3,0.09709954600223869
z96_021,bzk_07,4+p,4,0.07767963680179095
z96_022,bzk_07,1p,1,0.5459383961605304
z96_022,bzk_07,2p,2,0.2830791683795343
z96_022,bzk_07,3p,3,0.09499024192218627
z96_022,bzk_07,4+p,4,0.07599219353774901
z96_023,bzk_07,1p,1,0.5415832536150542
z96_023,bzk_07,2p,2,0.280820946318917
z96_023,bzk_07,3p,3,0.09866433337001594
z96_023,bzk_07,4+p,4,0.07893146669601275
z96_024,bzk_07,1p,1,0.5409880663684751
z96_024,bzk_07,2p,2,0.28051233070957965
z96_024,bzk_07,3p,3,0.09916644606774741
z96_024,bzk_07,4+p,4,0.07933315685419794
z96_025,bzk_08,1p,1,0.5401688121175566
z96_025,bzk_08,2p,2,0.28008753220910343
z96_025,bzk_08,3p,3,0.09985758648518889
z96_025,bzk_08,4+p,4,0.07988606918815111
z96_026,bzk_08,1p,1,0.5412973446065937
z96_026,bzk_08,2p,2,0.280672697203419
z96_026,bzk_08,3p,3,0.09890553232777075
z96_026,bzk_08,4+p,4,0.07912442586221659
z96_027,bzk_08,1p,1,0.5463766953310875
z96_027,bzk_08,2p,2,0.28330643461611943
z96_027,bzk_08,3p,3,0.09462048336266286
z96_027,bzk_08,4+p,4,0.07569638669013028
z96_028,bzk_08,1p,1,0.541090261561833
z96_028,bzk_08,2p,2,0.28056532080983937
z96_028,bzk_08,3p,3,0.09908023201573754
z96_028,bzk_08,4+p,4,0.07926418561259002
z96_029,bzk_09,1p,1,0.5551159616383511
z96_029,bzk_09,2p,2,0.28783790603470055
z96_029,bzk_09,3p,3,0.08724785129274906
z96_029,bzk_09,4+p,4,0.06979828103419926
z96_030,bzk_09,1p,1,0.5532339605689507
z96_030,bzk_09,2p,2,0.2868620536283448
z96_030,bzk_09,3p,3,0.08883554766816909
z96_030,bzk_09,4+p,4,0.07106843813453527
z96_031,bzk_10,1p,1,0.5464408047997057
z96_031,bzk_10,2p,2,0.28333967656281034
z96_031,bzk_10,3p,3,0.0945663992430467
z96_031,bzk_10,4+p,4,0.07565311939443736
z96_032,bzk_10,1p,1,0.5500774285448186
z96_032,bzk_10,2p,2,0.28522533331953553
z96_032,bzk_10,3p,3,0.09149846563091442
z96_032,bzk_10,4+p,4,0.07319877250473154
z96_033,bzk_10,1p,1,0.54640272109702
z96_033,bzk_10,2p,2,0.2833199294577141
z96_033,bzk_10,3p,3,0.09459852746959216
z96_033,bzk_10,4+p,4,0.07567882197567373
z96_034,bzk_10,1p,1,0.5450670243170975
z96_034,bzk_10,2p,2,0.2826273459421987
z96_034,bzk_10,3p,3,0.09572534985594656
z96_034,bzk_10,4+p,4,0.07658027988475727
z96_035,bzk_10,1p,1,0.5481593222324361
z96_035,bzk_10,2p,2,0.28423075967607797
z96_035,bzk_10,3p,3,0.09311662116193666
z96_035,bzk_10,4+p,4,0.07449329692954934
z96_036,bzk_10,1p,1,0.5485317757868826
z96_036,bzk_10,2p,2,0.2844238837413466
z96_036,bzk_10,3p,3,0.09280241137320601
z96_036,bzk_10,4+p,4,0.0742419290985648
z96_037,bzk_10,1p,1,0.5473462907233952
z96_037,bzk_10,2p,2,0.28380918778250125
z96_037,bzk_10,3p,3,0.09380251194116865
z96_037,bzk_10,4+p,4,0.07504200955293491
z96_038,bzk_11,1p,1,0.5361572918977693
z96_038,bzk_11,2p,2,0.27800748468773223
z96_038,bzk_11,3p,3,0.10324179078583248
z96_038,bzk_11,4+p,4,0.08259343262866599
z96_039,bzk_11,1p,1,0.532636640825514
z96_039,bzk_11,2p,2,0.2761819619095258
z96_039,bzk_11,3p,3,0.10621188736942237
z96_039,bzk_11,4+p,4,0.08496950989553789
z96_040,bzk_11,1p,1,0.5320810966487304
z96_040,bzk_11,2p,2,0.2758939019660084
z96_040,bzk_11,3p,3,0.10668055632514513
z96_040,bzk_11,4+p,4,0.0853444450601161
z96_041,bzk_11,1p,1,0.532639358022147
z96_041,bzk_11,2p,2,0.27618337082629846
z96_041,bzk_11,3p,3,0.10620959508419694
z96_041,bzk_11,4+p,4,0.08496767606735754
z96_042,bzk_12,1p,1,0.5282206176922851
z96_042,bzk_12,2p,2,0.27389217213674044
z96_042,bzk_12,3p,3,0.10993733898387477
z96_042,bzk_12,4+p,4,0.0879498711870998
z96_043,bzk_12,1p,1,0.5296529870695815
z96_043,bzk_12,2p,2,0.27463488218422744
z96_043,bzk_12,3p,3,0.10872896152566175
z96_043,bzk_12,4+p,4,0.0869831692205294
z96_044,bzk_13,1p,1,0.5372371140609342
z96_044,bzk_13,2p,2,0.27856739247603995
z96_044,bzk_13,3p,3,0.1023308297016811
z96_044,bzk_13,4+p,4,0.08186466376134488
z96_045,bzk_13,1p,1,0.5301905411228174
z96_045,bzk_13,2p,2,0.2749136139155349
z96_045,bzk_13,3p,3,0.10827546942313764
z96_045,bzk_13,4+p,4,0.0866203755385101
z96_046,bzk_13,1p,1,0.5320487757930059
z96_046,bzk_13,2p,2,0.27587714300378086
z96_046,bzk_13,3p,3,0.106707822890674
z96_046,bzk_13,4+p,4,0.0853662583125392
z96_047,bzk_13,1p,1,0.5327423956856034
z96_047,bzk_13,2p,2,0.2762367977629055
z96_047,bzk_13,3p,3,0.10612267030638393
z96_047,bzk_13,4+p,4,0.08489813624510714
z96_048,bzk_13,1p,1,0.537069968728545
z96_048,bzk_13,2p,2,0.2784807245259122
z96_048,bzk_13,3p,3,0.10247183708085711
z96_048,bzk_13,4+p,4,0.08197746966468568
z96_049,bzk_13,1p,1,0.5330695315607469
z96_049,bzk_13,2p,2,0.2764064237722391
z96_049,bzk_13,3p,3,0.10584669148167443
z96_049,bzk_13,4+p,4,0.08467735318533953
z96_050,bzk_13,1p,1,0.5328302247517017
z96_050,bzk_13,2p,2,0.27628233876014163
z96_050,bzk_13,3p,3,0.10604857582675373
z96_050,bzk_13,4+p,4,0.08483886066140298
z96_051,bzk_13,1p,1,0.535395937024925
z96_051,bzk_13,2p,2,0.27761270808699823
z96_051,bzk_13,3p,3,0.10388408604893147
z96_051,bzk_13,4+p,4,0.08310726883914517
z96_052,bzk_13,1p,1,0.5304402753411551
z96_052,bzk_13,2p,2,0.2750431057324508
z96_052,bzk_13,3p,3,0.10806478829244115
z96_052,bzk_13,4+p,4,0.08645183063395293
z96_053,bzk_14,1p,1,0.5563723444643354
z96_053,bzk_14,2p,2,0.28848936379632206
z96_053,bzk_14,3p,3,0.08618793985519031
z96_053,bzk_14,4+p,4,0.06895035188415224
z96_054,bzk_14,1p,1,0.552856430179136
z96_054,bzk_14,2p,2,0.2866662971299224
z96_054,bzk_14,3p,3,0.08915404038385645
z96_054,bzk_14,4+p,4,0.07132323230708515
z96_055,bzk_14,1p,1,0.5564051314576022
z96_055,bzk_14,2p,2,0.28850636445949746
z96_055,bzk_14,3p,3,0.08616028004605575
z96_055,bzk_14,4+p,4,0.0689282240368446
z96_056,bzk_15,1p,1,0.535931390634258
z96_056,bzk_15,2p,2,0.2778903506992449
z96_056,bzk_15,3p,3,0.10343236592583177
z96_056,bzk_15,4+p,4,0.08274589274066542
z96_057,bzk_15,1p,1,0.5327904188663947
z96_057,bzk_15,2p,2,0.2762616986714639
z96_057,bzk_15,3p,3,0.10608215692341187
z96_057,bzk_15,4+p,4,0.0848657255387295
z96_058,bzk_15,1p,1,0.5327448319418603
z96_058,bzk_15,2p,2,0.2762380610068905
z96_058,bzk_15,3p,3,0.10612061502847173
z96_058,bzk_15,4+p,4,0.08489649202277737
z96_059,bzk_15,1p,1,0.5313379909024158
z96_059,bzk_15,2p,2,0.2755085878753268
z96_059,bzk_15,3p,3,0.10730745623458748
z96_059,bzk_15,4+p,4,0.08584596498766998
z96_060,bzk_15,1p,1,0.5315413915229077
z96_060,bzk_15,2p,2,0.2756140548637299
z96_060,bzk_15,3p,3,0.1071358631185346
z96_060,bzk_15,4+p,4,0.08570869049482768
z96_061,bzk_15,1p,1,0.5389626953003341
z96_061,bzk_15,2p,2,0.279462138303877
z96_061,bzk_15,3p,3,0.100875092442105
z96_061,bzk_15,4+p,4,0.08070007395368399
z96_062,bzk_15,1p,1,0.5327747317965554
z96_062,bzk_15,2p,2,0.27625356463525097
z96_062,bzk_15,3p,3,0.10609539087121861
z96_062,bzk_15,4+p,4,0.08487631269697488
z96_063,bzk_16,1p,1,0.5421085266839902
z96_063,bzk_16,2p,2,0.2810933101324394
z96_063,bzk_16,3p,3,0.09822120176865014
z96_063,bzk_16,4+p,4,0.07857696141492011
z96_064,bzk_16,1p,1,0.5417459344484544
z96_064,bzk_16,2p,2,0.28090529934364306
z96_064,bzk_16,3p,3,0.09852709233772365
z96_064,bzk_16,4+p,4,0.07882167387017892
z96_065,bzk_16,1p,1,0.5443210188078063
z96_065,bzk_16,2p,2,0.28224052827071433
z96_065,bzk_16,3p,3,0.09635469606748857
z96_065,bzk_16,4+p,4,0.07708375685399087
z96_066,bzk_16,1p,1,0.5460953540909295
z96_066,bzk_16,2p,2,0.28316055397307455
z96_066,bzk_16,3p,3,0.09485782885333108
z96_066,bzk_16,4+p,4,0.07588626308266487
z96_067,bzk_16,1p,1,0.5433894884831293
z96_067,bzk_16,2p,2,0.28175751254680775
z96_067,bzk_16,3p,3,0.09714055498336831
z96_067,bzk_16,4+p,4,0.07771244398669465
z96_068,bzk_16,1p,1,0.5454666253703935
z96_068,bzk_16,2p,2,0.28283454648835216
z96_068,bzk_16,3p,3,0.09538823785625247
z96_068,bzk_16,4+p,4,0.07631059028500198
z96_069,bzk_17,1p,1,0.5429336457923464
z96_069,bzk_17,2p,2,0.28152114967010555
z96_069,bzk_17,3p,3,0.0975251136319712
z96_069,bzk_17,4+p,4,0.07802009090557696
z96_070,bzk_17,1p,1,0.5427424263317124
z96_070,bzk_17,2p,2,0.28142199883866575
z96_070,bzk_17,3p,3,0.097686430460901
z96_070,bzk_17,4+p,4,0.0781491443687208
z96_071,bzk_17,1p,1,0.5359254055568069
z96_071,bzk_17,2p,2,0.2778872473257517
z96_071,bzk_17,3p,3,0.10343741506524522
z96_071,bzk_17,4+p,4,0.08274993205219618
z96_072,bzk_17,1p,1,0.5399145384745297
z96_072,bzk_17,2p,2,0.27995568661642284
z96_072,bzk_17,3p,3,0.10007209717169296
z96_072,bzk_17,4+p,4,0.08005767773735438
z96_073,bzk_17,1p,1,0.5382915137291927
z96_073,bzk_17,2p,2,0.27911411822995175
z96_073,bzk_17,3p,3,0.10144131557825312
z96_073,bzk_17,4+p,4,0.08115305246260249
z96_074,bzk_17,1p,1,0.5403906937199622
z96_074,bzk_17,2p,2,0.28020258192886927
z96_074,bzk_17,3p,3,0.09967040241731584
z96_074,bzk_17,4+p,4,0.07973632193385269
z96_075,bzk_18,1p,1,0.5379675844551206
z96_075,bzk_18,2p,2,0.2789461549026551
z96_075,bzk_18,3p,3,0.10171458924568015
z96_075,bzk_18,4+p,4,0.08137167139654412
z96_076,bzk_19,1p,1,0.5373787634510638
z96_076,bzk_19,2p,2,0.278640840307959
z96_076,bzk_19,3p,3,0.10221133124498732
z96_076,bzk_19,4+p,4,0.08176906499598986
z96_077,bzk_19,1p,1,0.538076266949111
z96_077,bzk_19,2p,2,0.27900250878842797
z96_077,bzk_19,3p,3,0.10162290236803381
z96_077,bzk_19,4+p,4,0.08129832189442704
z96_078,bzk_19,1p,1,0.5430609889871599
z96_078,bzk_19,2p,2,0.28158717947482365
z96_078,bzk_19,3p,3,0.09741768418778689
z96_078,bzk_19,4+p,4,0.07793414735022951
z96_079,bzk_19,1p,1,0.5411151543122161
z96_079,bzk_19,2p,2,0.2805782281618898
z96_079,bzk_19,3p,3,0.09905923195883004
z96_079,bzk_19,4+p,4,0.07924738556706404
z96_080,bzk_19,1p,1,0.5357423770138153
z96_080,bzk_19,2p,2,0.2777923436367931
z96_080,bzk_19,3p,3,0.10359182186077319
z96_080,bzk_19,4+p,4,0.08287345748861855
z96_081,bzk_20,1p,1,0.5402463290438952
z96_081,bzk_20,2p,2,0.2801277261709087
z96_081,bzk_20,3p,3,0.09979219154733115
z96_081,bzk_20,4+p,4,0.07983375323786493
z96_082,bzk_20,1p,1,0.5385261902248126
z96_082,bzk_20,2p,2,0.27923580233879175
z96_082,bzk_20,3p,3,0.10124333746466421
z96_082,bzk_20,4+p,4,0.08099466997173137
z96_083,bzk_21,1p,1,0.5479957545291368
z96_083,bzk_21,2p,2,0.28414594679288574
z96_083,bzk_21,3p,3,0.09325461037665415
z96_083,bzk_21,4+p,4,0.07460368830132331
z96_084,bzk_21,1p,1,0.548270122622588
z96_084,bzk_21,2p,2,0.28428821173023083
z96_084,bzk_21,3p,3,0.09302314758176729
z96_084,bzk_21,4+p,4,0.07441851806541383
z96_085,bzk_21,1p,1,0.5447876077108764
z96_085,bzk_21,2p,2,0.2824824632574915
z96_085,bzk_21,3p,3,0.09596107168424009
z96_085,bzk_21,4+p,4,0.07676885734739206
z96_086,bzk_21,1p,1,0.5487240574574413
z96_086,bzk_21,2p,2,0.2845235853483029
z96_086,bzk_21,3p,3,0.09264019844125321
z96_086,bzk_21,4+p,4,0.07411215875300256
z96_087,bzk_22,1p,1,0.544237210598832
z96_087,bzk_22,2p,2,0.28219707216235734
z96_087,bzk_22,3p,3,0.09642539846600595
z96_087,bzk_22,4+p,4,0.07714031877280475
z96_088,bzk_22,1p,1,0.5474152657097914
z96_088,bzk_22,2p,2,0.2838449525902622
z96_088,bzk_22,3p,3,0.09374432316663693
z96_088,bzk_22,4+p,4,0.07499545853330954
z96_089,bzk_22,1p,1,0.5440611179705136
z96_089,bzk_22,2p,2,0.2821057648735997
z96_089,bzk_22,3p,3,0.0965739539754926
z96_089,bzk_22,4+p,4,0.07725916318039407
z96_090,bzk_22,1p,1,0.5460662016217579
z96_090,bzk_22,2p,2,0.28314543787794855
z96_090,bzk_22,3p,3,0.0948824225001631
z96_090,bzk_22,4+p,4,0.07590593800013049
z96_091,bzk_23,1p,1,0.5344676579980513
z96_091,bzk_23,2p,2,0.2771313782212118
z96_091,bzk_23,3p,3,0.10466720210040935
z96_091,bzk_23,4+p,4,0.08373376168032748
z96_092,bzk_23,1p,1,0.5359080167688884
z96_092,bzk_23,2p,2,0.27787823091720143
z96_092,bzk_23,3p,3,0.10345208461883895
z96_092,bzk_23,4+p,4,0.08276166769507115
z96_093,bzk_23,1p,1,0.5328771061849683
z96_093,bzk_23,2p,2,0.27630664765146506
z96_093,bzk_23,3p,3,0.10600902564642582
z96_093,bzk_23,4+p,4,0.08480722051714065
z96_094,bzk_23,1p,1,0.5336334947979825
z96_094,bzk_23,2p,2,0.27669884915450943
z96_094,bzk_23,3p,3,0.10537092002639341
z96_094,bzk_23,4+p,4,0.08429673602111472
z96_095,bzk_23,1p,1,0.5384814985104083
z96_095,bzk_23,2p,2,0.27921262885724873
z96_095,bzk_23,3p,3,0.10128104035130166
z96_095,bzk_23,4+p,4,0.08102483228104132
